TrialID,Title,Phase,Status,Enrollment
NCT03470051,"Case Collection Study in the Evaluation of Doubling Time Rates in Non-Suspicious Breast Masses Using QT Ultrasound Technology",N/A,COMPLETED,27
NCT01748851,"XELOX Versus FOLFOX for Advanced Gastric Cancer (AGC)",PHASE3,TERMINATED,42
NCT01618851,"Phase II Study to Evaluate Conventional Radiation Therapy Followed by Radiosurgical Boost in Clinically Localized Prostate Cancer",NA,UNKNOWN,70
NCT01746251,"Adjuvant Afatinib in Stage I-III NSCLC With EGFR Mutation",PHASE2,UNKNOWN,92
NCT05325229,"A Study of Docetaxel for Injection (Albumin-bound) in Combination With Bevacizumab in Patients With Ovarian Cancer",PHASE2,UNKNOWN,94
NCT00711529,"Pilot Study Comparing Hypnotherapy and Gabapentin for Hot Flashes.",PHASE3,COMPLETED,27
NCT02489929,"Evaluation of Cytidine Deaminase for Patient Suffering of a Myelodysplastic Syndrom or an AML Treated by Azacytidine",NA,UNKNOWN,35
NCT01004029,"Confirmatory Study of 17P vs Vehicle for Prevention of Preterm Birth in Women w/ Previous Spontaneous Preterm Delivery",PHASE3,COMPLETED,1740
NCT04628429,"CGRP Inhibition  Autonomic Function  and Migraine",N/A,RECRUITING,120
NCT01212731,"Skull Base and Low Grade Glioma Neurocognitive Magnetic Resonance Imaging (MRI) Study",N/A,COMPLETED,60
NCT04783831,"Biodegradable Pancreatic Stents for the Prevention of Postoperative Pancreatic Fistula After Cephalic Pancreaticoduodenectomy",N/A,UNKNOWN,60
NCT00109031,"Palifermin for the Reduction of Oral Mucositis in Single-dose Evaluation (PROMISE)",PHASE3,COMPLETED,47
NCT06510231,"Inspiratory Muscle Training in HFpEF",NA,RECRUITING,68
NCT02654431,"Identification and Semi -Quantification of ER/PR Proteins Expression",N/A,COMPLETED,350
NCT06668831,"Fibroblast Growth Factor 23 and Risk of Cardiac Arrhythmias in Hemodialysis Patients",N/A,RECRUITING,30
NCT01218802,"Use of Rosuvastatin in HIV-Infected Subjects to Modulate Cardiovascular Risks",PHASE2,COMPLETED,147
NCT03189602,"Pulmonary Artery Involvement in Takayasu's Arteritis",N/A,COMPLETED,51
NCT01614002,"A Non Interventional Study With Doce Onkovis (Docetaxel) Utilized for the Treatment of Cancer",N/A,COMPLETED,371
NCT04221802,"Patient-reported Outcomes in Real-world Use of Benralizumab in Patients With Severe Eosinophilic Asthma in Belgium",N/A,COMPLETED,76
NCT00568802,"A Pilot Therapeutic Trial Using Hydroxyurea in Type II and Type III Spinal Muscular Atrophy Patients",PHASE1 PHASE2,COMPLETED,27
NCT04051502,"ICG-Enabled Mapping of Ovarian Sentinel Lymph Nodes: A Feasibility Study",EARLY_PHASE1,COMPLETED,48
NCT05709002,"Smoking  Stress  HIV and Mobile Technology",NA,COMPLETED,76
NCT06730802,"Protective Effect of PCSK9 Inhibitor Against Negative Inflammatory Response and Organ Dysfunction After Coronary Artery Bypass Grafting (PANDA VIII)",NA,NOT_YET_RECRUITING,400
NCT04840602,"Testing the Combination of Venetoclax and Rituximab  in Comparison to the Usual Treatment (Ibrutinib Plus Rituximab or Zanubrutinib Alone) for Waldenstrom's Macroglobulinemia/Lymphoplasmacytic Lymphoma",PHASE2,RECRUITING,92
NCT02683902,"The Effect of Hypocaloric Diet Associated With tDCS on Weight Loss and Metabolic Profile",NA,UNKNOWN,20
NCT04923802,"Multi-Omics Testing for Immunotherapy Efficacy Evaluation (MOTIVATION)",N/A,TERMINATED,13
NCT01572402,"Postprandial Insulin Secretion  Oxidative Stress and Gastrointestinal Peptides in Patients With Type 2 Diabetes Versus Healthy Subjects",NA,COMPLETED,100
NCT02738853,"The Medtronic TAVR 2.0 US Clinical Study",NA,COMPLETED,93
NCT02235753,"High-intensity Exercise After Acute Cardiac Event (HITCARE)",NA,TERMINATED,27
NCT06716853,"A Clinical Gene Therapy Study With Hematopoietic Stem Cells for the Treatment  With Single Dose of Temferon  of Patients Suffering From Metastatic Renal Cell Carcinoma",PHASE1 PHASE2,TERMINATED,10
NCT07278453,"TB SCReening Improves Preventive Therapy Uptake in Pregnant Women With HIV",NA,NOT_YET_RECRUITING,1500
NCT03936153,"Study to Evaluate Efficacy and Safety of Oral Abexinostat in Patients With Relapsed or Refractory Diffuse Large B-cell Lymphoma (DLBCL)",PHASE2,RECRUITING,170
NCT02549053,"Prevalence of Human Papillomavirus in Barrett Esophagus Compared With Controls",NA,COMPLETED,219
NCT02419053,"Evaluating the Effect of Surgical Safety Checklists on Perioperative Complications in Children",N/A,COMPLETED,28772
NCT05065853,"Urinary and Vaginal HPV Testing in Cervical Cancer Screening",N/A,UNKNOWN,330
NCT00750737,"Oral Posaconazole Three Times Per Day vs Weekly High Dose Amphotericin B Lipid Complex (ABLC)",PHASE3,COMPLETED,46
NCT06761937,"Thermoradiotherapy for Locally Advanced Head and Neck Cancer Patients",PHASE1,RECRUITING,30
NCT00677937,"A Diabetes Prevention Study Targeting High Risk Individuals With Education and Ongoing Support",NA,COMPLETED,748
NCT04291937,"A Multicenter Expanded Access Treatment Protocol of Lurbinectedin in Previously Treated SCLC in the USA",N/A,APPROVED_FOR_MARKETING,N/A
NCT03576937,"Achieving Value in Cancer Diagnostics: Blood Versus Tissue Molecular Profiling - a Prospective Canadian Study",N/A,COMPLETED,207
NCT06984510,"Accelerated Biological Aging is Associated With Increased Risk of T2DM in the MASLD Population",N/A,RECRUITING,2720
NCT02457910,"Taselisib and Enzalutamide in Treating Patients With Androgen Receptor Positive Triple-Negative Metastatic Breast Cancer",PHASE1 PHASE2,TERMINATED,30
NCT06045910,"A Phase I/II Trial of ALETA-001 for the Treatment of Participants With B-cell Malignancies",PHASE1 PHASE2,RECRUITING,84
NCT02425410,"Analysis of Viral Infections' Exposition Preceding the Type 1 Diabetes (T1D) Diagnostic in Children of the Isis-Diab Cohort. Search for Explanations of of the Disease's Early Onset",N/A,UNKNOWN,2000
NCT01612013,"Intravenous High Dose NAC and Sodium Bicarbonate for the Prevention of Contrast-induced Acute Injury",NA,COMPLETED,500
NCT00107913,"Study of Doxil in the Treatment of Patients With Refractory Idiopathic Thrombocytopenic Purpura",PHASE2,UNKNOWN,10
NCT04085913,"Exparel Injection Effect on Postoperative Opioid Usage",EARLY_PHASE1,ENROLLING_BY_INVITATION,100
NCT04477213,"Risk Profiling of the Occupational Exposure of COVID-19 to Healthcare Workers.",N/A,COMPLETED,286
NCT00911313,"Letrozole or Combined Metformin Clomiphene Citrate (CC) for Women With CC Resistant Polycystic Ovary Syndrome",NA,COMPLETED,250
NCT03078413,"Late Function After Surgery for Transposition of the Great Arteries",N/A,COMPLETED,45
NCT06236360,"Metastatic Melanoma Patients on Immunotherapy With Nutritive Intervention Based on Mediterranean Diet",NA,UNKNOWN,30
NCT05847660,"Progesterone Primed Ovarian Stimulation Protocol Versus Antagonist Protocol for PCO Patient",NA,UNKNOWN,210
NCT01172860,"Endoscopic Treatment of Inoperable Colorectal Cancer With the EndoVe System",PHASE1,COMPLETED,10
NCT02413060,"The Impact of Resistance Training on Type 2 Diabetes Patients.",NA,UNKNOWN,400
NCT05917860,"Neoadjuvant ADT with TULSA in the Treatment of Intermediate Risk Prostate Cancer",PHASE1,ACTIVE_NOT_RECRUITING,15
NCT00002560,"Monoclonal Antibody Therapy Plus Sargramostin in Treating Patients With Advanced Neuroblastoma",PHASE2,COMPLETED,40
NCT00156260,"Feasibility Study of Evaluating Breast Cancer Patients With Ductal Lavage",N/A,TERMINATED,88
NCT01126060,"Efficacy of Fibrin Sealant to Reduce the Amount of Post-thyroidectomy Drain",PHASE3,COMPLETED,78
NCT05410860,"Efficacy and Safety Study of Etripamil Nasal Spray Self-Administration for the Termination of Spontaneous Episodes of Paroxysmal Supraventricular Tachycardia",PHASE3,COMPLETED,500
NCT04420260,"Primary Prevention of Infection by COVID-19 in Workers",NA,COMPLETED,152
NCT04262960,"Effect of Continuous Positive Airway Pressure on Chronotype  Dietary Intake  and Cardiovascular Risk Markers",NA,UNKNOWN,44
NCT02348320,"Safety and Immunogenicity of a Personalized Polyepitope DNA Vaccine Strategy in Breast Cancer Patients With Persistent Triple-Negative Disease Following Neoadjuvant Chemotherapy",PHASE1,COMPLETED,18
NCT00250120,"Pharmacology Study of Aerosolized Liposomal",PHASE2,WITHDRAWN,N/A
NCT00358020,"Melphalan  Prednisone  Thalidomide And Bortezomib In Advanced And Refractory Multiple Myeloma Patients",PHASE2,COMPLETED,30
NCT03825120,"The Longitudinal Evaluation of Ovarian Aging and Cardiovascular Risk",N/A,ENROLLING_BY_INVITATION,865
NCT04846920,"A Study of Belzutifan (MK-6482) in Participants With Advanced Clear Cell Renal Cell Carcinoma (MK-6482-018)",PHASE1,ACTIVE_NOT_RECRUITING,52
NCT02187120,"Pre-hospital Anti-fibrinolytics for Traumatic Coagulopathy and Haemorrhage (The PATCH Study)",PHASE3,COMPLETED,1310
NCT04974320,"Rapid Identification of MINOCA Based on Novel Biomarkers",N/A,UNKNOWN,2616
NCT04836520,"SHR6390 Combined With Anastrozole for Preoperative Treatment of Breast Cancer.",PHASE2,COMPLETED,20
NCT06752720,"Intracerebral Autologous Stem Cell Therapy for Chronic Stroke Patients",PHASE2,RECRUITING,8
NCT03488420,"Canadian EdoxAban(Lixiana®) Registry in Patients With ATrial Fibrillation/Flutter With Confirmed ValvUlar HeaRt DiseasE",N/A,COMPLETED,136
NCT06583720,"Comparative Study Between Photodynamic Therapy with LED Associated with Probiotics in the Treatment of Halitosis",PHASE1,RECRUITING,92
NCT03936582,"Promoting Small Business Support of Youth Physical Activity in Low-income  Minority Neighborhoods",NA,UNKNOWN,400
NCT05786482,"Evidence Based Mental Wellness Programming Online for Adults Across Chronic Physical Conditions",NA,COMPLETED,825
NCT00850382,"Dasatinib (Sprycel™) in Patients With Newly Diagnosed Core Binding Factor (CBF) Acute Myeloid Leukemia (AML)",PHASE1 PHASE2,COMPLETED,89
NCT06597682,"Evaluating Immunomodulatory Interventions in Post-Acute Sequelae of SARS-CoV-2 InfEction",NA,NOT_YET_RECRUITING,632
NCT01288482,"AeroEclipse II Agreement",PHASE4,COMPLETED,32
NCT02758782,"NSAIDs Added to Anti-TNF Therapy Versus Anti-TNF Therapy Alone on Progression of Structural Damage in Ankylosing Spondylitis",PHASE4,COMPLETED,156
NCT01010724,"Efficacy and Safety Study on bIAP",PHASE3,COMPLETED,N/A
NCT07190924,"Inflammatory Responses After CrossFit and Resistance Trainings in Untrained Subjects",NA,COMPLETED,24
NCT02323724,"APPLICATION OF MOLECULAR TECHNIQUES FOR IMPROVING THE DIAGNOSIS AND TREATMENT OF NODULAR THYROID LESIONS.",N/A,COMPLETED,25
NCT00447824,"Pain Detection and Interception in Neonates",NA,UNKNOWN,160
NCT03679624,"Daratumumab Plus Ibrutinib in Patients With Waldenstrӧm's Macroglobulinemia",PHASE2,TERMINATED,1
NCT05706324,"Phase Ⅰ Clinical Trial of a Candidate COVID-19 Vaccine",PHASE1,UNKNOWN,60
NCT06355024,"Inosine Reverse Chemo Resistance in Triple Negative Breast Cancer",PHASE2,COMPLETED,10
NCT05143424,"Evaluation of the Interactions of Cannabidiol (CBD) With Morphine",PHASE1,RECRUITING,60
NCT04372524,"Biomarker Verification in Pediatric Chronic GvHD: ABLE 2.0 / PTCTC GVH 1901 Study",N/A,UNKNOWN,350
NCT04603924,"Study of Niclosamide in Moderate and Severe Hospitalized Coronavirus-19 (COVID-19) Patients",PHASE2 PHASE3,COMPLETED,49
NCT03777124,"Phase II Study of SHR-1210(Anti-PD-1 Antibody) Combination With Apatinib Versus Pemetrexed and Carboplatin in Subjects With KRAS Mutant Stage IV Non-squamous Non-small Cell Lung Cancer",PHASE2,TERMINATED,25
NCT04160624,"Transcatheter Aortic Valve Replacement With Extracorporeal Life System Support",NA,UNKNOWN,200
NCT05862480,"Use of a Hypochlorous Acid Spray Solution in the Treatment of COVID-19 Patients : COVICONTROL Study .",NA,UNKNOWN,400
NCT04060680,"Extravascular ICD Pivotal Study",NA,COMPLETED,393
NCT06187480,"Changes in Cardiac Functions in Patients Treated With Parathyroidectomy for Secondary Hyperparathyroidism",N/A,COMPLETED,37
NCT04318080,"Tislelizumab in Participants With Relapsed or Refractory Classical Hodgkin Lymphoma",PHASE2,COMPLETED,46
NCT02941380,"Exploration of Cerebral Pathophysiology During and After CABG Using CPB",N/A,COMPLETED,24
NCT03575780,"Single-Center Study Evaluating Systemic Exposure and Safety of KX2-391 Ointment 1% on the Face or Balding Scalp in Subjects With Actinic Keratosis",PHASE1,COMPLETED,18
NCT04072380,"A Study to Evaluate Safety  and Efficacy of SUVN-G3031 (Samelisant) in Patients With Narcolepsy With and Without Cataplexy",PHASE2,COMPLETED,190
NCT04853680,"Effect of Anti-adhesion Barrier on the Voice Quality After Thyroidectomy.",NA,UNKNOWN,80
NCT00088179,"Pexelizumab in Patients Undergoing Coronary Artery Bypass Grafting With Cardiopulmonary Bypass (PRIMO-CABG II)",PHASE3,COMPLETED,4000
NCT00170079,"Prolonged Smoking Cessation Using Prescription Step Care",NA,COMPLETED,270
NCT01239979,"Plasma Myeloperoxidase Levels in Patients With Coronary Artery Disease",N/A,COMPLETED,150
NCT07026279,"A Study of Narmafotinib Given in Combination With Modified FOLFIRINOX in Patients With Metastatic Pancreatic Cancer",PHASE1 PHASE2,RECRUITING,67
NCT05851079,"Accurate Screening and Prevention of Cervical Lesions-- Development of Accurate Screening Methods for Cervical Lesions",N/A,UNKNOWN,15000
NCT05987579,"Surgical Treatment of Stage T3 Squamous Cell Carcinomas of the Scalp",N/A,ACTIVE_NOT_RECRUITING,104
NCT00894179,"Safety and Accuracy Study of Regadenoson Atropine Combination for Stress Echocardiography in Identification of Coronary Artery Disease",N/A,UNKNOWN,110
NCT02909296,"Endoscopic Drainage of Collections After Pancreatic Surgery",N/A,COMPLETED,40
NCT06965296,"AI-Enhanced App-based Intervention for Adolescent E-cigarette Cessation",NA,NOT_YET_RECRUITING,100
NCT03286296,"LZM009 to Treat Patients With Advanced Solid Tumors",PHASE1,COMPLETED,30
NCT00491296,"Changes in Prostate Specific Antigen Levels During Synergo Therapy-Intravesical Chemotherapy Instillations Combined With Hyperthermia",N/A,UNKNOWN,N/A
NCT01461096,"Quadrivalent HPV Vaccine to Prevent Anal HPV in HIV-infected Men and Women",PHASE3,COMPLETED,575
NCT04937296,"Effects of Home-based Physical Activity in Saudi Arabian Type-2 Diabetes Mellitus Patients.",NA,COMPLETED,62
NCT04659096,"A Study of ION537 in Patients With Molecularly Selected Advanced Solid Tumors",PHASE1,COMPLETED,15
NCT00949962,"Post-operative or Early Salvage XRT and ADT for High Risk PCa",PHASE3,TERMINATED,87
NCT01667562,"A Study of Erlotinib in Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer",PHASE3,COMPLETED,375
NCT01089062,"Pharmacodynamic Study to Compare Acute Effects of Dihydroergotamine Mesylate (DHE) on Pulmonary Arterial Pressure",PHASE1,COMPLETED,24
NCT04756362,"IN-HOspital Program to systematizE Chest Pain Protocol (IN-HOPE)",N/A,COMPLETED,5497
NCT04127162,"Heart Failure Decompensation And In-Hospital Mortality",N/A,UNKNOWN,50
NCT03828162,"Atrial Fibrillation: Risk and Benefits of Anti-coagulation in the Elderly",N/A,COMPLETED,2943
NCT00101062,"Letrozole and Celecoxib in Treating Postmenopausal Women With Locally Advanced or Metastatic Breast Cancer",PHASE2,TERMINATED,N/A
NCT04475562,"Can the Electronic Nose Smell COVID-19?",NA,COMPLETED,219
NCT06377462,"Multicenter  Interdisciplinary National VEXAS Registry With Accompanying Biomaterial Collection",N/A,RECRUITING,500
NCT00548262,"This Is An Open-Label  Non-Comparative Study Designed To Evaluate A Short Course Of IV Anidulafungin  Followed Optionally By Oral Voriconazole  For The Treatment Of Candidemia And Invasive Candidiasis",PHASE4,COMPLETED,54
NCT00287846,"Imatinib Mesylate in Treating Patients With Recurrent or Refractory Fibromatosis",PHASE1 PHASE2,COMPLETED,40
NCT02150746,"Circulating Tumor Cells in Operative Blood",N/A,COMPLETED,3
NCT04170946,"Talazoparib and Thoracic RT for ES-SCLC",PHASE1,RECRUITING,24
NCT02933346,"Cohort of Patients With NSCLC Treated With Nivolumab Under the ATU Program",N/A,COMPLETED,907
NCT01357746,"Measuring Blood Pressure in the Lung Circulation With Sonar Technology (Echo-Doppler)",PHASE1,TERMINATED,60
NCT00545688,"A Study of Pertuzumab in Combination With Herceptin in Patients With HER2 Positive Breast Cancer.",PHASE2,COMPLETED,417
NCT01510288,"Phase 1 Trial of Ipilimumab and GVAX in Patients With Metastatic Castration-resistant Prostate Cancer",PHASE1,TERMINATED,28
NCT01376388,"Long-term Safety Study for GSK573719/GW642444 in Japanese",PHASE3,COMPLETED,131
NCT01778088,"Open-Label Study of I-131-CLR1404 in Subjects With Recurrent Glioma",PHASE2,WITHDRAWN,N/A
NCT06447688,"The Role of Verapamil in Radial Artery Spasm",PHASE4,COMPLETED,150
NCT00493688,"A Study to Determine Whether Perioperative Energy Dynamics Correlates With Postoperative Outcomes",N/A,RECRUITING,200
NCT03316703,"Surgical Treatment of the Thoracolumbar Spine Fractures.",NA,UNKNOWN,60
NCT07402603,"Sleep-disordered Breathing Database",N/A,NOT_YET_RECRUITING,5000
NCT00525603,"CFAR Study in Patients With Chronic Lymphocytic Leukemia",PHASE2,COMPLETED,60
NCT01430403,"Preventative Omalizumab or Step-up Therapy for Severe Fall Exacerbations",PHASE4,COMPLETED,478
NCT00688103,"Efficacy and Safety of Etanercept in Active RA Despite Methotrexate Therapy in Japan",PHASE4,COMPLETED,151
NCT01765803,"Feasibility of Thioridazine as a Mobilizing Agent for CD34+ Hematopoietic Progenitor Cells",EARLY_PHASE1,TERMINATED,6
NCT03648203,"Technology Enabled Asthma Management System (TEAMS) Pilot Study",NA,COMPLETED,44
NCT01012427,"Percutaneous Renal Tumor Cryoablation Followed by Biopsy",PHASE1,COMPLETED,17
NCT01917227,"Evaluation of Group Health Teaching With Video in Diabetic Patients",NA,COMPLETED,80
NCT03078127,"Researching the Effects of Airway Clearance Therapies in Cystic Fibrosis",NA,COMPLETED,10
NCT01995227,"An Individualized Anti-Cancer Vaccine Study in Patients With HCC",PHASE1 PHASE2,WITHDRAWN,N/A
NCT06702527,"Optimizing Clinical Outcomes in Patients Undergoing Mitral Transcatheter Edge-to-edge Repair (M-TEER) for Severe Functional Mitral Regurgitation Towards Improved Guideline-directed Medical Therapy",N/A,NOT_YET_RECRUITING,100
NCT04766827,"Albumin-bound Paclitaxel Combined With Cisplatin Versus Docetaxel Combined With Cisplatin Induced Chemotherapy in Advanced Head and Neck Squamous Tummor",PHASE4,UNKNOWN,116
NCT00535327,"Test of Digital Breast Tomosynthesis vs. Regular Mammography in Detecting Breast Cancer in Women Undergoing Diagnostic Mammography",N/A,COMPLETED,220
NCT06744361,"Ketamine Sedation As Neuroprotective Agent Following Out-of-hospital Cardiac Arrest",PHASE2,RECRUITING,282
NCT04040361,"Neoadjuvant Therapy of Pembrolizumab + Ramucirumab for PD-L1 Positive Stage IB-IIIA Lung Cancer (EAST ENERGY)",PHASE2,UNKNOWN,24
NCT00700661,"A Study of MK0476 in the Treatment of Asthma Patients Aged 2-5 Years (0476-907)",PHASE3,COMPLETED,500
NCT07322627,"ALDH2 Single Nucleotide Polymorphisms and Prognosis of Esophageal Cancer Patients",N/A,RECRUITING,700
NCT01478061,"Multi-center Assessment of Grafts in Coronaries: Long-term Evaluation of the C-Port Device",PHASE4,COMPLETED,115
NCT04430842,"Dose Escalation Study to Assess the Safety  Tolerability  Pharmacokinetics  and Pharmacodynamics of QBS10072S",PHASE1,COMPLETED,15
NCT03818542,"A Study to Assess the Effects of Multiple Study Drug Regimens in Subjects With Newly Diagnosed Locally Advanced Head and Neck Squamous Cell Carcinoma",PHASE1,TERMINATED,3
NCT03089242,"MicroRNAs in Acute Kidney Injury",N/A,COMPLETED,150
NCT00861042,"An Open-label follow-on Trial to Assess the Long-term Safety and Efficacy of Oral SPM 927 in Subjects With Diabetic Neuropathy",PHASE2,COMPLETED,69
NCT01524042,"Patient Satisfaction With Novel Double Pants Compared to Conventional Single Pants for Outpatient Colonoscopy",NA,UNKNOWN,160
NCT04150042,"SHARON: A Clinical Trial for Metastatic Cancer Using Chemotherapy and Patients' Own Stem Cells",PHASE1,RECRUITING,24
NCT06015542,"Self-administration of Subcutaneous Elranatamab in the Patients' Homes.",PHASE2,RECRUITING,20
NCT03154086,"A Phase 1  First Time in Human (FTIH) Study to Evaluate GSK3352589  a REarranged During Transfection (RET) Growth Factor Receptor Tyrosine Kinase Inhibitor  in Healthy Volunteers",PHASE1,COMPLETED,68
NCT06846086,"Cardioprotective Effects of Melatonin in Patients With Cardiomyopathy",PHASE3,RECRUITING,46
NCT04694586,"Drug Exposure and Safety of a Shorter Tuberculosis Treatment Based on High-Dose Rifampicin and Pyrazinamide",PHASE2,SUSPENDED,40
NCT01612286,"Endostar Combination With Chemotherapy for the Metastatic Nasopharyngeal Carcinoma",PHASE2,UNKNOWN,30
NCT01497886,"Effect of Intervention to Improve Stroke Recognition",NA,COMPLETED,4614
NCT05575986,"Herombopag Olamine in the Treatment of Thrombocytopenia After Chemotherapy",PHASE4,UNKNOWN,40
NCT00781586,"Efficacy of ONE A DAY Weightsmart Advanced Versus Caffeine and Placebo on Energy Expenditure  Thermogenesis and Perceived Energy Levels in Women.",PHASE4,COMPLETED,22
NCT05325970,"Clinical Registry of Long-Term Dental Outcomes in Head and Neck Cancer Patients",N/A,ACTIVE_NOT_RECRUITING,350
NCT01162070,"Evaluation of a Standardized Strategy for Uveitis Etiological Diagnosis",NA,COMPLETED,905
NCT01879670,"Partial Left Ventricular Support in Advanced Heart Failure",N/A,TERMINATED,2
NCT03723070,"Cryoablation System FIM/CE Mark Study",NA,COMPLETED,88
NCT04400370,"Point of Care Ultrasound to Evaluate Diaphragmatic Function in Children Undergoing Thoracic Surgery",N/A,COMPLETED,75
NCT04617470,"Niraparib as Maintenance Treatment in Platinum Responsive Ovarian Cancer Patients: a Real Life Study",N/A,UNKNOWN,300
NCT06659770,"A Real-World Observational Study: Zevorcabtagene Autoleucel Injection in Patients with Relapsed/Refractory Multiple Myeloma",N/A,NOT_YET_RECRUITING,200
NCT06061770,"Comparison of the Effectiveness of an Adapted Physical Activity Program in a Dedicated Structure to a Self-program in Patients in Chronic Phase of a Stroke",NA,RECRUITING,40
NCT05549570,"Comparative Bioavailability Study of Metformin/Sitagliptin 850 mg/50 mg Tablets in Healthy Male and Female Volunteers",PHASE1,COMPLETED,26
NCT01912170,"Effect of Omega-3 Fatty Acids on Insulin Sensitivity in Chinese Gestational Diabetic Patients",NA,UNKNOWN,75
NCT03000673,"A Study to Evaluate Safety of Single Doses of BMS-986177 in Patients With End Stage Renal Disease (ESRD) Treated With Hemodialysis",PHASE1 PHASE2,COMPLETED,32
NCT06001073,"Prognosis Prediction System of Patients With Cardiovascular and Cerebrovascular Diseases Based on Multi-omics",N/A,RECRUITING,25000
NCT02864173,"Whole Genome Single Nucleotide Polymorphisms in Elderly Patients With Postoperative Cognitive Dysfunction",N/A,COMPLETED,63
NCT02713373,"Cetuximab and Pembrolizumab in Treating Patients With Colorectal Cancer That is Metastatic or Cannot Be Removed by Surgery",PHASE1 PHASE2,COMPLETED,45
NCT00179673,"Lenalidomide (Revlimid®  CC-5013) in Subjects With Relapsed or Refractory Indolent Non-Hodgkin's Lymphoma",PHASE2,COMPLETED,43
NCT00886873,"Mifepristone 10 or 5 mg for 6 Months to Treat Uterine Fibroids",PHASE2 PHASE3,COMPLETED,100
NCT05678673,"Study of XL092 + Nivolumab vs Sunitinib in Subjects With Advanced or Metastatic Non-Clear Cell Renal Cell Carcinoma",PHASE3,ACTIVE_NOT_RECRUITING,317
NCT03111173,"Can Conventional ECG Technology Capture Fetal Cardiac Activity?",NA,RECRUITING,50
NCT00767273,"Investigate Role of Metabolic Imaging in Predicting Tumor Response/Outcome After Pancreatic CA Tx",NA,COMPLETED,30
NCT06419673,"Serplulimab Plus Chemoradiotherapy for Stage III-IVA Cervical Cancer",PHASE2,ACTIVE_NOT_RECRUITING,240
NCT03143569,"Ventricular Assist Device Anti-Factor Xa (VAD ANTIX) Monitoring Study: a Prospective Randomized Feasibility Trial",NA,COMPLETED,20
NCT00647569,"Trial of Collagen Mesh for Prevention of Ventral Hernia After Surgery for Advanced Pelvic Cancer",PHASE3,COMPLETED,59
NCT02871869,"Cinobufacini Tablets Combined With Chemotherapeutic Protocol in Treatment of Diffuse Large B Cell Lymphoma",PHASE2 PHASE3,UNKNOWN,316
NCT06327269,"Innovative Diagnosis and Therapy in LDLT Patients With High-risk Hepatocellular Carcinoma",EARLY_PHASE1,RECRUITING,40
NCT03052569,"Expanded Access to RXDX-105 for Cancers With RET Alterations",N/A,NO_LONGER_AVAILABLE,N/A
NCT04860869,"Endocrine  Metabolic and Microbiome Influence on the Post-acute Sequelae SARS-CoV-2 (PASC)",N/A,COMPLETED,23
NCT01334983,"Rapid Easy Strength Training (REST) to Improve Function in Late Stage Cancer",PHASE2,COMPLETED,68
NCT04342169,"University of Utah COVID-19 Hydrochloroquine Trial",PHASE2,COMPLETED,368
NCT04832269,"Effects of a Multiple Sclerosis Relapse Therapy on Offspring Neurocognitive Development and Behaviour",N/A,RECRUITING,80
NCT03921242,"Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease",N/A,COMPLETED,4888
NCT06640569,"Preliminary Characterization of Commercial Kratom Extract Products",N/A,RECRUITING,16
NCT05551169,"Detect and Infer the Severity of COPD by Intelligent Terminal Device",N/A,COMPLETED,432
NCT00365183,"Trial of Motexafin Gadolinium and Pemetrexed (Alimta®) for Second Line Treatment in Patients With Non-Small Cell Lung Cancer",PHASE2,TERMINATED,74
NCT02100683,"Nit-Occlud PDA Post-Approval Study",N/A,COMPLETED,184
NCT01961583,"[18F]Fluciclatide PET Imaging of Pazopanib Response",PHASE2,TERMINATED,12
NCT00002283,"A Comparison of Dapsone and Trimethoprim-Sulfamethoxazole in the Treatment of Pneumocystis Carinii Pneumonia (PCP) in Patients With AIDS",NA,COMPLETED,N/A
NCT00396383,"Treatment With AMD3100 (Plerixafor) in MM Patients to Mobilize PBCs For Collection and for Transplantation",PHASE2,TERMINATED,9
NCT05281783,"RFA for Treatment of Intermediate Stage HCC",NA,COMPLETED,120
NCT01480583,"GRN1005 Alone or in Combination With Trastuzumab in Breast Cancer Patients With Brain Metastases",PHASE2,COMPLETED,85
NCT01472341,"Beta-Cell Dysfunction and Insulin Resistance Among Italian Patients With Type 2 Diabetes (MK-0000-113)",N/A,COMPLETED,507
NCT06304441,"Intra-pemetrexed Plus Third-generation Small Molecule TKI Drugs (e.g. 'Osimertinib') Versus Third-generation Small Molecule TKI Drugs Alone for Leptomeningeal Metastasis From Epidermal Growth Factor Receptor Mutation-Positive Non-Small-cell Lung Cancer",NA,RECRUITING,100
NCT02516241,"Study of MEDI4736 (Durvalumab) With or Without Tremelimumab Versus Standard of Care Chemotherapy in Urothelial Cancer",PHASE3,ACTIVE_NOT_RECRUITING,1126
NCT01593254,"Study of Dasatinib vs Imatinib in Patients With Chronic Myeloid Leukemia (CML) Who Did Not Have Favorable Response to Imatinib",PHASE2,COMPLETED,262
NCT07197554,"A Phase 1/1B Study of ST-01156  a Small Molecule RBM39 Degrader  in Patients With Advanced Solid Malignancies",PHASE1,RECRUITING,171
NCT07284654,"Safety  Tolerability  and Immunogenicity of VAX-31 in Adults ≥50 Years With Immunobridging to Adults 18-49",PHASE3,RECRUITING,4000
NCT04786054,"Genetic Association of Glucocorticoid Receptor Gene Polymorphisms With Binge Eating",NA,COMPLETED,91
NCT04384354,"Digestive Events in Duchenne Muscular Dystrophy Patients",N/A,COMPLETED,200
